FIRE_NAME,FIRE_YEAR,SOURCE_REPORTING_UNIT_NAME,STAT_CAUSE_DESCR,FIRE_SIZE,LATITUDE,LONGITUDE,STATE
"PISTOL PETE",2010,"Osage Agency","Debris Burning",1621.0,36.4503,-96.2411,OK
"DEER LAKE",2010,"Osage Agency",Arson,2613.0,36.8039,-96.2222,OK
COLLINS,2010,"Osage Agency",Arson,1133.0,36.8022,-96.1922,OK
"TALLANT HILL",2010,"Osage Agency","Debris Burning",2180.0,36.5922,-96.2072,OK
GULF,2010,"Osage Agency",Arson,1659.0,36.685,-96.6244,OK
"RED ROOSTER",2010,"Talihina Agency",Arson,1500.0,34.9822,-95.3961,OK
"TURQUOISE LAKE",2010,"Alaska Regional Office",Campfire,91885.0,62.395,-153.5033,AK
"ISLAND RIM",2010,"Warm Springs Agency",Lightning,1063.0,44.95,-121.4153,OR
"WHITE LIGHTNING",2010,"Warm Springs Agency",Lightning,29500.0,44.7673,-121.2531,OR
"LAUGHLIN HILLS 2",2010,"Warm Springs Agency",Lightning,1943.0,45.0542,-121.3167,OR
"JOHNSON LAKE",2010,"Warm Springs Agency",Lightning,1582.0,44.9625,-121.3625,OR
ROCKY,2010,"San Carlos Agency",Lightning,3827.0,33.47181,-110.26452,AZ
"MINTO FLATS SOUTH",2009,"Alaska Fire Service",Lightning,517078.0,64.7467,-149.5047,AK
"HARD LUCK CREEK",2009,"Alaska Fire Service",Missing/Undefined,12834.0,64.9903,-148.5864,AK
"STUART CREEK 1",2010,"Alaska Fire Service",Arson,1126.6,64.7356,-146.4722,AK
TOKLAT,2010,"Alaska Fire Service",Lightning,171726.6,64.4592,-150.3244,AK
"MISSISSIPPI IMPACT",2010,"Alaska Fire Service",Arson,3969.0,63.9011,-145.9931,AK
"FRYINGPAN CREEK",2010,"Alaska Fire Service",Lightning,2707.1,65.3686,-145.5706,AK
"EAGLE TRAIL",2010,"Alaska Fire Service",Lightning,17934.0,63.33,-143.32,AK
APPLEGATE,2010,"Alaska Fire Service",Lightning,17446.0,65.2003,-149.9978,AK
CHITANATALA,2010,"Alaska Fire Service",Lightning,36633.0,64.7561,-151.7731,AK
MYSTERY,2010,"Alaska Fire Service",Lightning,18952.0,63.4317,-154.5206,AK
"CASCADEN RIDGE",2010,"Alaska Fire Service",Lightning,15178.0,65.4133,-148.9936,AK
"SOUTH SCHWATKA",2010,"Alaska Fire Service",Lightning,1053.9,65.7794,-147.5264,AK
"JEANNES LAKE",2010,"Alaska Fire Service",Lightning,17080.6,64.1108,-151.3828,AK
"SHEENJEK 2",2010,"Alaska Fire Service",Lightning,1420.0,67.5814,-144.1155,AK
"REINDEER RIVER",2010,"Alaska Fire Service",Lightning,1420.0,62.4461,-159.5394,AK
SISCHU1,2010,"Alaska Fire Service",Lightning,1433.0,64.2028,-152.6372,AK
"PARADISE FORK",2010,"Alaska Fire Service",Lightning,1550.0,63.8669,-153.5472,AK
"SISCHU 2",2010,"Alaska Fire Service",Lightning,2741.0,64.1372,-152.8503,AK
SLOKENJIKH,2010,"Alaska Fire Service",Lightning,10682.0,65.9083,-152.5167,AK
"LONE MOUNTAIN",2010,"Alaska Fire Service",Lightning,51996.0,62.4794,-154.7486,AK
"TWOMILE CREEK",2010,"Alaska Fire Service",Lightning,4244.9,63.6569,-156.4494,AK
EKLUTNA,2010,"Alaska Fire Service",Miscellaneous,1692.7,61.3,-148.97,AK
"BULL CREEK",2010,"Alaska Fire Service",Lightning,41911.4,65.9667,-141.1167,AK
"HAWK RIVER",2010,"Alaska Fire Service",Lightning,10766.0,60.4833,-161.0833,AK
"YUKON SLOUGH",2010,"Alaska Fire Service",Lightning,2665.8,65.2811,-141.9206,AK
"WITCH MOUNTAIN",2010,"Alaska Fire Service",Lightning,1459.0,65.3417,-141.9711,AK
"JUDGE CREEK",2010,"Alaska Fire Service",Lightning,1449.7,65.5272,-142.2914,AK
"INDIAN GRAVE CREEK",2010,"Alaska Fire Service",Lightning,2496.6,65.6169,-141.2005,AK
"BIG MOUNTAIN",2010,"Alaska Fire Service",Lightning,83746.0,66.3211,-141.755,AK
WATERFALL,2010,"Alaska Fire Service",Lightning,1252.1,65.3233,-141.3169,AK
"HOG RIVER",2010,"Alaska Fire Service",Lightning,1111.0,66.8333,-154.0167,AK
"SIDIK LAKE",2010,"Alaska Fire Service",Lightning,18189.0,68.1431,-158.9447,AK
"WILLOW CREEK",2010,"Alaska Fire Service",Lightning,13766.0,64.7061,-148.0978,AK
"BIRCH CREEK",2010,"Alaska Fire Service",Lightning,1644.0,65.2853,-164.3444,AK
"TAKHAKHDONA HILLS",2010,"Alaska Fire Service",Lightning,5902.0,65.6003,-155.0297,AK
"DERBY CREEK",2010,"Alaska Fire Service",Lightning,23577.0,65.9056,-158.8144,AK
"MONTANA CREEK",2010,"Alaska Fire Service",Lightning,6038.0,65.8125,-162.4153,AK
"LOUIE CREEK",2010,"Alaska Fire Service",Lightning,17837.0,65.5775,-156.6814,AK
"RABBIT CREEK 2",2010,"Alaska Fire Service",Lightning,5544.0,66.5953,-157.8956,AK
"KILIOVILIK CREEK",2010,"Alaska Fire Service",Lightning,17207.0,66.5956,-157.5141,AK
"YUKI RIVER",2010,"Alaska Fire Service",Lightning,9383.0,64.435,-156.1822,AK
EVAINGIKNUK,2010,"Alaska Fire Service",Lightning,5298.0,67.9025,-162.6583,AK
"KILIOVILIK RANGE",2010,"Alaska Fire Service",Lightning,2758.0,66.6067,-157.4117,AK
"ROK NORTH",2010,"Alaska Fire Service",Lightning,13106.0,68.1436,-161.5628,AK
"ELI RIVER",2010,"Alaska Fire Service",Lightning,13216.0,67.6433,-162.4861,AK
"THE DIVIDE",2010,"Alaska Fire Service",Lightning,1258.0,66.8714,-154.3808,AK
"TIPOOKTULEARUK RIVER",2010,"Alaska Fire Service",Lightning,2942.0,65.1783,-160.5036,AK
"KLIKHTENTOTZNA CREEK",2010,"Alaska Fire Service",Lightning,3488.0,66.5892,-154.8658,AK
"REDLANDS LAKE",2010,"Alaska Fire Service",Campfire,2960.0,64.69,-152.2875,AK
BLOODY,2010,"Phoenix District Office",Lightning,3898.0,34.2086,-112.0667,AZ
"SAND 2",2010,"California Desert District",Lightning,1255.0,35.7767,-117.972788,CA
INDIAN,2010,"California Desert District",Lightning,1822.0,35.69616,-117.96529,CA
CROWN,2010,"California Desert District","Equipment Use",13918.0,34.5453,-118.2814,CA
COTTON,2010,"Central California District","Equipment Use",2044.0,35.0475,-119.9005,CA
MONO,2010,"Central California District",Lightning,1205.0,37.93,-118.98,CA
MCDONALD,2010,"Northern California District",Lightning,9408.0,40.9164,-120.3997,CA
"FOURMILE CANYON",2010,"Canon City District","Debris Burning",6382.1,40.03919,-105.39331,CO
LOGGING,2010,"Western Slope Center, Craig",Lightning,1145.0,40.5494,-108.6018,CO
ALKALI,2010,"Western Slope Center, Craig",Lightning,7917.0,40.6831,-108.0619,CO
"SOUTH BASE",2010,"Birds of Prey Field Office",Lightning,1785.0,42.98326,-115.7866,ID
"OTA 98",2010,"Birds of Prey Field Office",Arson,2595.0,43.25482,-116.02169,ID
CROWBAR,2010,"Bruneau Field Office",Lightning,29508.0,42.68615,-115.74429,ID
BLACKSHEEP,2010,"Bruneau Field Office",Lightning,4337.0,42.47059,-115.72551,ID
"RAINBOW ROAD",2010,"Burley Field Office",Miscellaneous,4388.0,42.54839,-113.39264,ID
"BEAR TRAP",2010,"Burley Field Office",Lightning,7261.0,42.91,-113.4381,ID
"MULE CREEK",2010,"Burley Field Office","Equipment Use",13745.0,42.0094,-114.6083,ID
EMERY,2010,"Burley Field Office",Lightning,3785.0,42.0594,-113.9003,ID
"MM 11",2010,"Burley Field Office","Equipment Use",1826.0,42.5958,-113.2997,ID
"SOUTH TRAIL",2010,"Four Rivers Field Office","Equipment Use",3832.0,43.02954,-115.33744,ID
BIG,2010,"Four Rivers Field Office",Lightning,4675.0,43.7555,-116.43489,ID
"HOT TEA",2010,"Four Rivers Field Office",Lightning,5409.0,43.21827,-115.46861,ID
JEFFERSON,2010,"Idaho Falls District",Miscellaneous,108855.0,43.52969,-112.88078,ID
BLACKTAIL,2010,"Idaho Falls District",Campfire,1782.0,43.4733,-111.7386,ID
"MIDDLE BUTTE",2010,"Idaho Falls District","Equipment Use",14058.0,43.4486,-112.78739,ID
"DOVE SPRING",2010,"Jarbidge Field Office",Lightning,1526.0,42.7261,-115.3508,ID
"SAILOR CREEK",2010,"Jarbidge Field Office",Lightning,9837.0,42.7225,-115.6108,ID
"BLACK BUTTE",2010,"Jarbidge Field Office",Lightning,16126.0,42.6744,-115.4317,ID
WINDMILL,2010,"Jarbidge Field Office",Lightning,2727.0,42.8722,-115.0311,ID
"CHINA MOUNTAIN",2010,"Jarbidge Field Office",Lightning,1729.0,42.1069,-114.7933,ID
"BIG DRAW",2010,"Jarbidge Field Office",Lightning,12389.0,42.6728,-115.6492,ID
"LONG BUTTE",2010,"Jarbidge Field Office",Lightning,306113.0,42.605,-115.5397,ID
"BIG DRAW 2",2010,"Jarbidge Field Office",Lightning,2217.0,42.5703,-115.5806,ID
SAILOR,2010,"Jarbidge Field Office",Lightning,1516.0,42.7831,-115.3383,ID
"POWER COUNTY 2",2010,"Pocatello Field Office",Lightning,3323.0,42.6183,-112.95,ID
"ROOSTER ROCK",2010,"Pocatello Field Office",Lightning,12474.0,42.7372,-112.6608,ID
BOWEN,2010,"Pocatello Field Office","Equipment Use",6663.0,42.4978,-112.5239,ID
"DAIRY CANYON",2010,"Pocatello Field Office","Equipment Use",2508.0,42.528172,-112.99903,ID
"CLOVER ROAD",2010,"Shoshone Field Office",Lightning,2477.0,43.0417,-114.9664,ID
"LAID LAW",2010,"Shoshone Field Office",Lightning,5559.0,43.0392,-113.7253,ID
"STAR LAKE",2010,"Shoshone Field Office",Lightning,2181.0,42.8364,-114.1789,ID
"NORTH BLISS",2010,"Shoshone Field Office",Lightning,2981.0,42.9992,-114.9503,ID
"SOUTH FORK 3 BAR",2010,"Miles City Field Office",Arson,1465.2,45.0319,-105.6753,MT
"GRASS VALLEY",2010,"Battle Mountain District Office",Lightning,1208.0,40.01,-116.4064,NV
CONSTANTIA,2010,"Carson City District Office",Lightning,1369.0,39.9489,-120.0572,CA
BAILEY,2010,"Elko District Office",Lightning,2687.0,40.4005,-116.0723,NV
"ROCK CREEK",2010,"Winnemucca District Office",Lightning,5358.5,40.8086,-119.4006,NV
"SEVEN TROUGHS",2010,"Winnemucca District Office",Lightning,3842.0,40.5292,-118.6214,NV
COTTONWOOD,2010,"Winnemucca District Office",Missing/Undefined,1571.4,40.3742,-118.1331,NV
"FT  BLISS 2",2010,"Las Cruces Field Office",Arson,5160.0,32.2992,-106.5164,NM
"LONG CANYON",2010,"Las Cruces Field Office",Arson,2582.0,32.2386,-106.5728,NM
"0385 BUCKHORN",2010,"Prineville District",Lightning,4197.0,45.093,-120.4483,OR
"0557 STREESE",2010,"Prineville District","Equipment Use",2565.0,45.07011,-120.2467,OR
"614 LOWER DESCHUTES",2010,"Prineville District",Lightning,9304.0,43.226094,-121.104683,OR
"COUGAR MOUNTAIN",2010,"Prineville District",Lightning,2064.0,44.2364,-119.481797,OR
HORSE,2009,"Cedar City Field Office",Lightning,2110.0,37.3686,-113.0136,UT
MUSTANG,2010,"Cedar City Field Office",Lightning,2670.0,36.6847,-113.6772,AZ
"RIVER BOTTOM",2009,"Richfield Field Office",Missing/Undefined,1000.0,39.21855,-111.85669,UT
DELLE,2010,"Salt Lake Field Office","Equipment Use",1396.0,40.68092,-112.7352,UT
"MACHINE GUN",2010,"Salt Lake Field Office",Miscellaneous,4326.0,40.4092,-112.080903,UT
"EIGHT MILE",2010,"Salt Lake Field Office",Miscellaneous,1376.0,40.581903,-112.951697,UT
"DUCK LAKE",2010,"Spokane District","Equipment Use",3000.0,47.3694,-118.6667,WA
"COWICHE MILL",2010,"Spokane District",Miscellaneous,5834.0,46.6539,-120.7539,WA
"BAIRD SPRINGS",2010,"Spokane District",Missing/Undefined,7693.0,47.2828,-119.9078,WA
"GEARY DOME",2010,"Casper Field Office",Miscellaneous,2879.0,42.88208,-106.09539,WY
ORPHA,2010,"Casper Field Office","Equipment Use",25093.0,43.0244,-105.2975,WY
WINDMILL,2010,"Kemmerer Field Office",Missing/Undefined,5261.0,41.2831,-110.8244,WY
"COOLEY DRAW",2010,"New Castle Field Office",Miscellaneous,6102.0,42.915,-104.8122,WY
"KALUKTAVIK RIVER",2010,"Noatak Preserve",Lightning,23398.5,67.9578,-160.8922,AK
"LAKE TUTUSIROK",2010,"Noatak Preserve",Lightning,7479.2,68.1753,-159.6956,AK
"MAKPIK CREEK",2010,"Noatak Preserve",Lightning,9890.0,68.0906,-158.5892,AK
"NAVASHAK LAKE EAST",2010,"Noatak Preserve",Lightning,8665.0,68.1364,-157.9597,AK
"NANIELIK CREEK",2010,"Noatak Preserve",Lightning,6538.0,68.0872,-158.8847,AK
SAFFRON,2010,"Grand Canyon National Park",Lightning,3433.0,36.324594,-112.317289,AZ
MEDANO,2010,"Great Sand Dunes National Monument",Lightning,6249.0,37.8064,-105.5058,CO
"COW CREEK",2010,"Rocky Mountain National Park",Lightning,1200.0,40.4625,-105.5572,CO
NEW,2010,"Carlsbad Caverns National Park",Lightning,17309.0,32.136989,-104.553911,NM
"1943 COMPLEX FIRE",2010,"Big Thicket National Park",Missing/Undefined,1700.0,30.5364,-94.2244,TX
CUTOFF,2010,"Guadalupe Mountains National Park",Lightning,10362.0,31.97383,-104.91236,TX
ANTELOPE,2010,"Yellowstone National Park",Lightning,5510.0,44.8367,-110.37,WY
"TALLGRASS COMPLEX",2010,"Tall Grass Prairie National Park",Missing/Undefined,3490.0,38.4133,-96.525,KS
"SHEEP COMPLEX",2010,"Sequoia & Kings Canyon National Park",Lightning,9020.0,36.7667,-118.6914,CA
SLOPE,2010,"Yosemite National Park",Lightning,1711.0,37.90953,-119.68207,CA
"RAINBOW BRIDGE",2010,"North Cascades National Park",Lightning,3700.0,48.3961,-120.7967,WA
PEPPER,2010,"Merritt Island National Wildlife Refuge",Lightning,1538.0,28.52861111,-80.70944444,FL
COYOTE,2010,"Merritt Island National Wildlife Refuge",Lightning,1620.0,28.5075,-80.70888889,FL
"BIG SALT MARSH",2010,"Quivira National Wildlife Refuge",Miscellaneous,3664.0,38.16444444,-98.5575,KS
MIAMI,2010,"Cameron Prarie National Wildlife Refuge",Lightning,2000.0,29.9117,-93.1556,LA
MOSQUITO,2010,"Sabine National Wildlife Refuge",Lightning,1421.0,29.837,-93.554,LA
CICADA,2010,"Sabine National Wildlife Refuge",Lightning,6259.0,29.84111111,-93.49222222,LA
"TYLER WILDFIRE",2010,"Chesapeake Marshlands National Wildlife Refuge Complex",Missing/Undefined,2066.3,38.37611111,-75.98333333,MD
"AGASSIZ FIRE",2010,"Agassiz National Wildlife Refuge","Debris Burning",1453.0,48.19,-95.554,MN
"RAT PATCH",2010,"Charles M. Russell National Wildlife Refuge",Lightning,27898.0,47.55194444,-108.16944444,MT
"SHEFLO WF",2010,"J. Clark Salyer National Wildlife Refuge",Miscellaneous,1011.0,48.807603,-100.883832,ND
"MARTIN RANCH",2010,"Bitter Lake National Wildlife Refuge",Missing/Undefined,4139.0,33.87055556,-104.5875,NM
"NORTH MOUNTAIN",2010,"Wichita Mountains National Wildlife Refuge",Railroad,2265.0,34.80705,-98.72845,OK
"POKER JIM",2010,"The Hart Mountain National Antelope Refuge",Miscellaneous,3153.0,42.69055556,-119.61055556,OR
"WF UNIT 1 PEARL",2010,"McFaddin National Wildlife Refuge",Miscellaneous,1220.0,29.635,-94.22916667,TX
755,2010,"South Texas Refuge Complex",Railroad,1500.0,26.77222222,-98.33472222,TX
MENDOZA,2010,"South Texas Refuge Complex",Railroad,1200.0,27.01472222,-99.21638889,TX
"R 170",2010,"Mid Columbia National Wildlife Refuge Complex",Missing/Undefined,1000.0,46.8625,-119.51416667,WA
"PORT KELLY",2010,"McNary National Wildlife Refuge",Lightning,2755.0,46.005,-118.95722222,WA
"337 - HOLODANA CREEK",2010,"Kanuti National Wildlife Refuge",Lightning,7909.6,65.9936,-152.2097,AK
"537 - PEAVEY CREEK",2010,"Kanuti National Wildlife Refuge",Lightning,30238.9,66.6689,-151.9053,AK
"LOST RIVER",2010,"Nowitna National Wildlife Refuge",Lightning,15331.0,64.46666667,-154.32138889,AK
"336 - DEMPSEY CREEK",2010,"Yukon Flats National Wildlife Refuge",Lightning,12200.0,66.1397,-142.0389,AK
"501 - PAT CREEK",2010,"Yukon Flats National Wildlife Refuge",Lightning,72691.8,66.2014,-148.7989,AK
"595 - BIG DUCK LAKE",2010,"Yukon Flats National Wildlife Refuge",Lightning,3546.0,66.0817,-142.3508,AK
"596 - TCHULKADE LAKE",2010,"Yukon Flats National Wildlife Refuge",Lightning,15560.5,66.3472,-143.3692,AK
"635 - CANVASBACK LAKE",2010,"Yukon Flats National Wildlife Refuge",Lightning,35455.7,66.405,-146.425,AK
"614 - THREE SLEEP",2010,"Yukon Flats National Wildlife Refuge",Lightning,10602.2,66.0747,-147.8964,AK
10084,2003,"Oklahoma Forestry Services",Arson,2800.0,34.30216665,-95.99233335,OK
10085,2003,"Oklahoma Forestry Services",Arson,1500.0,34.63316669,-95.51700001,OK
10233,2003,"Oklahoma Forestry Services",Miscellaneous,1000.0,34.55533333,-95.97583332,OK
10249,2003,"Oklahoma Forestry Services","Debris Burning",1470.0,34.3235,-95.71449998,OK
10344,2003,"Oklahoma Forestry Services","Equipment Use",1453.0,34.40066668,-95.55450001,OK
20321,2003,"Oklahoma Forestry Services","Debris Burning",1607.0,34.73333333,-95.47416668,OK
30366,2003,"Oklahoma Forestry Services",Arson,1000.0,35.66181666,-94.81875,OK
10120,2009,"Oklahoma Forestry Services",Arson,1660.0,34.52983335,-95.97516664,OK
10135,2009,"Oklahoma Forestry Services",Arson,1200.0,34.37049999,-95.9903333,OK
10137,2009,"Oklahoma Forestry Services",Miscellaneous,1000.0,34.59233335,-95.62883333,OK
10243,2009,"Oklahoma Forestry Services",Arson,1100.0,34.59066664,-95.57516664,OK
10027,2010,"Oklahoma Forestry Services",Arson,1100.0,34.51899999,-95.9015,OK
20173,2009,"Oklahoma Forestry Services",Miscellaneous,4000.0,34.81146666,-95.70261669,OK
20176,2009,"Oklahoma Forestry Services",Arson,1700.0,34.97931665,-95.4298,OK
20209,2009,"Oklahoma Forestry Services",Miscellaneous,1536.0,34.78133335,-95.50349998,OK
20411,2009,"Oklahoma Forestry Services",Arson,2560.0,34.62953332,-95.5787667,OK
20444,2009,"Oklahoma Forestry Services",Arson,1000.0,34.64731668,-95.62919998,OK
20125,2010,"Oklahoma Forestry Services",Arson,1260.0,34.70708332,-95.59768333,OK
20127,2010,"Oklahoma Forestry Services",Arson,1273.0,34.95499999,-95.21666667,OK
30393,2009,"Oklahoma Forestry Services",Arson,1500.0,36.05833333,-94.78349997,OK
30450,2009,"Oklahoma Forestry Services",Arson,2000.0,36.029,-94.87083333,OK
30613,2010,"Oklahoma Forestry Services",Arson,3200.0,35.69483331,-95.08566666,OK
,2010,"Colorado State Forest Service",Miscellaneous,1500.0,38.663,-104.908,CO
,2010,"Colorado State Forest Service",Lightning,1200.0,40.2084,-102.9614,CO
,2010,"Colorado State Forest Service",Miscellaneous,2000.0,40.6192,-104.7016,CO
,2010,"Colorado State Forest Service",Lightning,1000.0,40.3436,-104.5282,CO
,2010,"Colorado State Forest Service",Miscellaneous,1452.0,39.6478,-106.8376,CO
AGUILA,2000,"Arizona State Forestry Division - State Office",Miscellaneous,1280.0,33.9502,-113.0093,AZ
MUSTANG,2002,"Arizona State Forestry Division - State Office",Miscellaneous,3341.0,31.714,-110.4305,AZ
LITTLE,2002,"Arizona State Forestry Division - State Office","Equipment Use",8800.0,34.1079,-109.3074,AZ
WITCH,2002,"Arizona State Forestry Division - State Office","Equipment Use",1600.0,31.8353,-109.4843,AZ
"WEST DOME",2002,"Arizona State Forestry Division - State Office",Lightning,1000.0,31.7004,-110.4622,AZ
"TANK CREEK",1999,"Arizona State Forestry Division - State Office",Lightning,1047.0,34.4182,-112.8739,AZ
FY2000-CLINCH-055,2000,"Georgia Forestry Commission","Debris Burning",4050.0,31.0527,-82.9762,GA
FY2000-LOWNDES-142,2000,"Georgia Forestry Commission","Debris Burning",2065.0,30.7785,-83.3387,GA
FY2001-CLINCH-044,2001,"Georgia Forestry Commission",Lightning,2681.0,31.1384,-82.8968,GA
FY2001-MCINTOSH-095,2001,"Georgia Forestry Commission",Lightning,3482.0,31.395,-81.4159,GA
FY2001-WARE-137,2001,"Georgia Forestry Commission",Railroad,1476.6,31.4296,-82.2973,GA
,2002,"Kentucky Division of Forestry",Campfire,1200.0,37.378,-82.425,KY
"ARNOLD FORK",2009,"Kentucky Division of Forestry","Debris Burning",1160.0,37.28502,-82.74379,KY
"DEAD DEER",2007,"Kentucky Division of Forestry","Debris Burning",1200.0,37.30087,-86.95773,KY
"BIG BRANCH",2009,"Kentucky Division of Forestry","Debris Burning",1500.0,37.49874,-82.19876,KY
,2007,"Kentucky Division of Forestry","Debris Burning",1500.0,37.36831,-82.70117,KY
"BARAGA BUMP",2007,"Michigan Department of Natural Resources","Debris Burning",1127.0,46.59,-88.61,MI
"INDIAN TRAIL",2009,"Central Land Office",Miscellaneous,4409.0,46.9655,-111.9532,MT
,2005,"Nebraska Forest Service",Miscellaneous,1020.0,40.07700348,-95.72706604,NE
,2000,"Nebraska Forest Service",Lightning,1000.0,41.96396255,-103.9243011,NE
IRISHMAN,2009,"New Mexico - State Forestry",Campfire,4888.0,31.607222,-109.009444,NM
GARRETT,2009,"New Mexico - State Forestry","Equipment Use",2500.0,34.684444,-105.251944,NM
STONER,2009,"New Mexico - State Forestry","Equipment Use",1795.0,35.1106,-103.36797,NM
CULBERTSON,2009,"New Mexico - State Forestry",Lightning,4000.0,35.6815,-103.25192,NM
"MORRIS FIRE",2009,"New Mexico - State Forestry",Railroad,1400.0,34.420833,-104.496111,NM
PICACHO,2009,"New Mexico - State Forestry","Equipment Use",16141.0,32.887722,-105.172833,NM
BUCKEYE,2009,"New Mexico - State Forestry","Equipment Use",2788.0,32.737222,-103.585278,NM
238,2009,"New Mexico - State Forestry",Powerline,25747.0,32.7883,-103.4914,NM
HAAKER,2009,"New Mexico - State Forestry",Powerline,1088.0,32.881194,-103.591639,NM
"FRESQUEZ 2",2009,"New Mexico - State Forestry",Lightning,10094.0,33.488333,-105.155278,NM
VISTA,2009,"Capitan District",Lightning,13969.0,33.82603,-105.33842,NM
WARD,2009,"New Mexico - State Forestry",Lightning,1920.0,34.47,-104.24,NM
"GAME RESERVE",2009,"New Mexico - State Forestry",Lightning,1120.0,33.60655,-103.44382,NM
MCCAULEY,2009,"New Mexico - State Forestry",Lightning,2100.0,32.576983,-108.251733,NM
"BROWNS ROAD",2008,"Washington Department of Natural Resources",Miscellaneous,2000.0,47.707267,-120.187281,WA
,2010,"Wyoming State Forestry",Railroad,2006.7,43.39011,-105.19569,WY
"DEEP GULCH RX ESCAPE",2010,"Wyoming State Forestry",Miscellaneous,1800.0,41.1272,-107.2986,WY
OVERLOOKS,2008,"Fire Department of New York",Smoking,2855.0,41.8148664,-74.23632332,NY
,2007,"Wyoming State Forestry",Lightning,1452.0,43.206566,-110.412428,WY
,2008,"Wyoming State Forestry",Railroad,2250.0,41.18986878,-105.8642208,WY
,2008,"Wyoming State Forestry",Campfire,1000.0,41.21884137,-105.9029018,WY
,2004,"Wyoming State Forestry","Debris Burning",5020.0,42.83085162,-106.3306411,WY
,2004,"Wyoming State Forestry",Miscellaneous,6400.0,41.03882717,-104.7281402,WY
,2006,"Wyoming State Forestry",Campfire,1500.0,41.15062805,-105.8750412,WY
,2000,"Wyoming State Forestry",Lightning,1300.0,44.49981412,-109.9705631,WY
BANDYTOWN,2005,"West Virginia Division of Forestry",Fireworks,1641.0,37.94919834,-81.64553934,WV
"BRAKE RUN & SHEN. MT. RD.",2000,"West Virginia Division of Forestry",Lightning,2743.0,38.86981379,-79.02233654,WV
"SCHOOLHOUSE BRANCH",2000,"West Virginia Division of Forestry",Arson,2533.0,37.5972048,-81.67538257,WV
"WOLF PEN",2000,"West Virginia Division of Forestry",Arson,1531.0,37.53614965,-81.59820349,WV
"MEASLE FORK",2000,"West Virginia Division of Forestry",Arson,2859.0,37.67523488,-81.40551901,WV
"TRACE FORK",2000,"West Virginia Division of Forestry","Debris Burning",1208.0,37.56033652,-81.84397902,WV
"SMITH BRANCH & SULPHUR BRANCH",2000,"West Virginia Division of Forestry",Arson,1019.0,37.5161679,-81.51577817,WV
"GRASSY FORK",2000,"West Virginia Division of Forestry",Arson,1114.0,38.02584215,-81.9295018,WV
"SUMMER FORK",2000,"West Virginia Division of Forestry",Arson,1934.0,37.93939232,-82.44096261,WV
"BUFFALO CREEK & TONEY FORK",2000,"West Virginia Division of Forestry",Arson,1619.0,37.79920425,-81.67301488,WV
"BLAIR FORK",2000,"West Virginia Division of Forestry",Arson,1592.0,37.88848394,-82.12610364,WV
"NEW CREEK MTN",2001,"West Virginia Division of Forestry","Equipment Use",1800.0,38.98489536,-79.24273518,WV
,2001,"West Virginia Division of Forestry",Arson,5832.0,37.31085384,-81.72835661,WV
"MOUNTAIN FORK",2001,"West Virginia Division of Forestry",Arson,1094.0,37.30485734,-81.62472315,WV
"PUCKETT RIDGE",2001,"West Virginia Division of Forestry",Arson,4850.0,37.29929827,-81.77516028,WV
COALWOOD,2001,"West Virginia Division of Forestry",Fireworks,1098.0,37.37546781,-81.65042744,WV
,2001,"West Virginia Division of Forestry","Equipment Use",1264.0,37.5013834,-81.9137745,WV
"COAL MTN.",2001,"West Virginia Division of Forestry",Arson,1073.0,37.64500211,-81.74432519,WV
"MARE BR. AMEAGLE",2001,"West Virginia Division of Forestry",Fireworks,1044.0,37.95134352,-81.4001344,WV
"MIKE'S FORK",2001,"West Virginia Division of Forestry",Arson,1458.0,37.97908249,-81.8794155,WV
VULCAN,2001,"West Virginia Division of Forestry",Fireworks,1055.0,37.56821453,-82.12293967,WV
BANDYTOWN,2001,"West Virginia Division of Forestry",Fireworks,2063.0,37.94715433,-81.63190914,WV
"ELK CREEK",2001,"West Virginia Division of Forestry",Fireworks,3186.0,37.70557508,-81.73068197,WV
"MUD FORK MTN.",2001,"West Virginia Division of Forestry",Arson,1168.0,37.87907385,-82.12336782,WV
MUNCHLINVILLE,2001,"West Virginia Division of Forestry",Fireworks,2412.0,37.60846562,-82.11070847,WV
"MUD RIVER",2001,"West Virginia Division of Forestry",Arson,2250.0,38.03067116,-81.90664897,WV
CHESTNUTLOG,2001,"West Virginia Division of Forestry",Arson,1739.0,37.91577346,-82.34727501,WV
"RED JACKET",2001,"West Virginia Division of Forestry",Arson,1934.0,37.64959651,-82.12450411,WV
"SHARIN HOLLOW",2001,"West Virginia Division of Forestry",Fireworks,1383.0,38.15955693,-81.42808245,WV
WHITMAN,2001,"West Virginia Division of Forestry","Debris Burning",1099.0,37.8236177,-82.02883385,WV
BLOOMINGROSE,2001,"West Virginia Division of Forestry",Arson,1021.0,38.139925,-81.64224079,WV
"BIG & LITTLE JERRELLS CK.",2001,"West Virginia Division of Forestry",Fireworks,1125.0,37.99647835,-81.63080596,WV
"JAMES CREEK",2001,"West Virginia Division of Forestry",Fireworks,1940.0,37.92732617,-81.59915142,WV
"PUMPKIN FIELD BRANCH",1998,"West Virginia Division of Forestry",Arson,1314.0,37.93114603,-82.25042853,WV
"KUNS BRANCH",1999,"West Virginia Division of Forestry",Arson,2033.0,38.34661428,-81.2356306,WV
"SCHYLER FORK",1999,"West Virginia Division of Forestry",Fireworks,4637.0,38.13542384,-81.32292761,WV
